after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
arc_challenge,arc_challenge_train_000043,arc_challenge,train,allenai/ai2_arc,random,random,0.9780171216726482
arc_challenge,arc_challenge_train_000091,arc_challenge,train,allenai/ai2_arc,random,random,0.9762159790601642
arc_challenge,arc_challenge_train_000016,arc_challenge,train,allenai/ai2_arc,random,random,0.9666567283549232
arc_challenge,arc_challenge_train_000053,arc_challenge,train,allenai/ai2_arc,random,random,0.9467597550194289
arc_challenge,arc_challenge_train_000042,arc_challenge,train,allenai/ai2_arc,random,random,0.9420731998849898
arc_challenge,arc_challenge_train_000099,arc_challenge,train,allenai/ai2_arc,random,random,0.9371697683549919
arc_challenge,arc_challenge_train_000007,arc_challenge,train,allenai/ai2_arc,random,random,0.917564324374324
arc_challenge,arc_challenge_train_000050,arc_challenge,train,allenai/ai2_arc,random,random,0.9149273799898555
arc_challenge,arc_challenge_train_000089,arc_challenge,train,allenai/ai2_arc,random,random,0.913518432650545
arc_challenge,arc_challenge_train_000079,arc_challenge,train,allenai/ai2_arc,random,random,0.9120181708643084
arc_challenge,arc_challenge_train_000083,arc_challenge,train,allenai/ai2_arc,random,random,0.906679298996174
arc_challenge,arc_challenge_train_000029,arc_challenge,train,allenai/ai2_arc,random,random,0.8957866404712359
arc_challenge,arc_challenge_train_000013,arc_challenge,train,allenai/ai2_arc,random,random,0.8910200274554136
arc_challenge,arc_challenge_train_000032,arc_challenge,train,allenai/ai2_arc,random,random,0.8719320759187912
arc_challenge,arc_challenge_train_000017,arc_challenge,train,allenai/ai2_arc,random,random,0.8639540078205576
arc_challenge,arc_challenge_train_000010,arc_challenge,train,allenai/ai2_arc,random,random,0.8614742855888881
arc_challenge,arc_challenge_train_000075,arc_challenge,train,allenai/ai2_arc,random,random,0.8385360018923064
arc_challenge,arc_challenge_train_000021,arc_challenge,train,allenai/ai2_arc,random,random,0.7764055761422979
arc_challenge,arc_challenge_train_000027,arc_challenge,train,allenai/ai2_arc,random,random,0.7537767416827956
arc_challenge,arc_challenge_train_000018,arc_challenge,train,allenai/ai2_arc,random,random,0.7154978344406848
arc_challenge,arc_challenge_train_000024,arc_challenge,train,allenai/ai2_arc,random,random,0.7097840871068879
arc_challenge,arc_challenge_train_000072,arc_challenge,train,allenai/ai2_arc,random,random,0.7070609096001285
arc_challenge,arc_challenge_train_000008,arc_challenge,train,allenai/ai2_arc,random,random,0.706484622244471
arc_challenge,arc_challenge_train_000035,arc_challenge,train,allenai/ai2_arc,random,random,0.7054378739734222
arc_challenge,arc_challenge_train_000087,arc_challenge,train,allenai/ai2_arc,random,random,0.6985421092141553
arc_challenge,arc_challenge_train_000063,arc_challenge,train,allenai/ai2_arc,random,random,0.6706444633382668
arc_challenge,arc_challenge_train_000015,arc_challenge,train,allenai/ai2_arc,random,random,0.6701508734706423
arc_challenge,arc_challenge_train_000077,arc_challenge,train,allenai/ai2_arc,random,random,0.6401844248890703
boolq,boolq_train_000097,boolq,train,google/boolq,random,random,0.9967873005602726
boolq,boolq_train_000060,boolq,train,google/boolq,random,random,0.9840838318921963
boolq,boolq_train_000067,boolq,train,google/boolq,random,random,0.9589692886274989
boolq,boolq_train_000053,boolq,train,google/boolq,random,random,0.956281788353825
boolq,boolq_train_000063,boolq,train,google/boolq,random,random,0.938531944851106
boolq,boolq_train_000035,boolq,train,google/boolq,random,random,0.9348584309847651
boolq,boolq_train_000081,boolq,train,google/boolq,random,random,0.9097710597009699
boolq,boolq_train_000031,boolq,train,google/boolq,random,random,0.9035409083533942
boolq,boolq_train_000061,boolq,train,google/boolq,random,random,0.9004957327025184
boolq,boolq_train_000015,boolq,train,google/boolq,random,random,0.8907799957723881
boolq,boolq_train_000066,boolq,train,google/boolq,random,random,0.871357251816179
boolq,boolq_train_000050,boolq,train,google/boolq,random,random,0.8698603189644722
boolq,boolq_train_000095,boolq,train,google/boolq,random,random,0.8670597985105368
boolq,boolq_train_000048,boolq,train,google/boolq,random,random,0.8640528481709049
boolq,boolq_train_000068,boolq,train,google/boolq,random,random,0.8475120098461199
boolq,boolq_train_000069,boolq,train,google/boolq,random,random,0.8381974474139261
boolq,boolq_train_000014,boolq,train,google/boolq,random,random,0.8322303720726697
boolq,boolq_train_000073,boolq,train,google/boolq,random,random,0.8303341650422569
boolq,boolq_train_000092,boolq,train,google/boolq,random,random,0.8221687903369646
boolq,boolq_train_000026,boolq,train,google/boolq,random,random,0.8142732880698473
boolq,boolq_train_000074,boolq,train,google/boolq,random,random,0.8102617323298255
boolq,boolq_train_000011,boolq,train,google/boolq,random,random,0.8072107028068161
boolq,boolq_train_000051,boolq,train,google/boolq,random,random,0.8058157148160227
boolq,boolq_train_000093,boolq,train,google/boolq,random,random,0.7910615187185625
boolq,boolq_train_000055,boolq,train,google/boolq,random,random,0.790824094731818
boolq,boolq_train_000013,boolq,train,google/boolq,random,random,0.750975345764404
boolq,boolq_train_000010,boolq,train,google/boolq,random,random,0.7369801609543973
boolq,boolq_train_000027,boolq,train,google/boolq,random,random,0.7136867070615938
boolq,boolq_train_000022,boolq,train,google/boolq,random,random,0.7119968612476585
boolq,boolq_train_000070,boolq,train,google/boolq,random,random,0.7068144025905527
