after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
boolq,boolq_train_000021,boolq,train,google/boolq,scored,surprise,0.877938985824585
boolq,boolq_train_000059,boolq,train,google/boolq,scored,surprise,0.8685626983642578
boolq,boolq_train_000040,boolq,train,google/boolq,scored,surprise,0.8651517033576965
boolq,boolq_train_000017,boolq,train,google/boolq,scored,surprise,0.8613113760948181
boolq,boolq_train_000093,boolq,train,google/boolq,scored,surprise,0.8338063359260559
boolq,boolq_train_000095,boolq,train,google/boolq,scored,surprise,0.8231607675552368
boolq,boolq_train_000006,boolq,train,google/boolq,scored,surprise,0.798223614692688
boolq,boolq_train_000032,boolq,train,google/boolq,scored,surprise,0.7857917547225952
boolq,boolq_train_000058,boolq,train,google/boolq,scored,surprise,0.7794280052185059
boolq,boolq_train_000028,boolq,train,google/boolq,scored,surprise,0.7743667364120483
boolq,boolq_train_000069,boolq,train,google/boolq,scored,surprise,0.7709292769432068
boolq,boolq_train_000062,boolq,train,google/boolq,scored,surprise,0.7663652896881104
boolq,boolq_train_000016,boolq,train,google/boolq,scored,surprise,0.748310923576355
boolq,boolq_train_000035,boolq,train,google/boolq,scored,surprise,0.7277417182922363
boolq,boolq_train_000092,boolq,train,google/boolq,scored,surprise,0.7182754874229431
boolq,boolq_train_000025,boolq,train,google/boolq,scored,surprise,0.6995770931243896
