after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
sciq,sciq_train_000045,sciq,train,allenai/sciq,scored,surprise,0.23345553874969482
sciq,sciq_train_000052,sciq,train,allenai/sciq,scored,surprise,0.23229099810123444
sciq,sciq_train_000043,sciq,train,allenai/sciq,scored,surprise,0.23132231831550598
sciq,sciq_train_000069,sciq,train,allenai/sciq,scored,surprise,0.22859947383403778
sciq,sciq_train_000029,sciq,train,allenai/sciq,scored,surprise,0.19934552907943726
sciq,sciq_train_000007,sciq,train,allenai/sciq,scored,surprise,0.18340173363685608
sciq,sciq_train_000056,sciq,train,allenai/sciq,scored,surprise,0.17887304723262787
arc_challenge,arc_challenge_train_000078,arc_challenge,train,allenai/ai2_arc,scored,surprise,1.8127368688583374
arc_challenge,arc_challenge_train_000074,arc_challenge,train,allenai/ai2_arc,scored,surprise,1.083357572555542
arc_challenge,arc_challenge_train_000099,arc_challenge,train,allenai/ai2_arc,scored,surprise,1.0668795108795166
arc_challenge,arc_challenge_train_000094,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.9471035599708557
arc_challenge,arc_challenge_train_000100,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.9385244250297546
arc_challenge,arc_challenge_train_000007,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.8523504137992859
arc_challenge,arc_challenge_train_000088,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.8469886183738708
arc_challenge,arc_challenge_train_000006,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.7784748077392578
arc_challenge,arc_challenge_train_000084,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.7484571933746338
arc_challenge,arc_challenge_train_000062,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.7239015102386475
arc_challenge,arc_challenge_train_000041,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.71928471326828
arc_challenge,arc_challenge_train_000056,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.7096635103225708
arc_challenge,arc_challenge_train_000001,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6983850002288818
arc_challenge,arc_challenge_train_000012,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6864640712738037
arc_challenge,arc_challenge_train_000017,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.5781646966934204
arc_challenge,arc_challenge_train_000054,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.5298219323158264
arc_challenge,arc_challenge_train_000038,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.43253815174102783
arc_challenge,arc_challenge_train_000044,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.40462180972099304
arc_challenge,arc_challenge_train_000082,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.39082640409469604
arc_challenge,arc_challenge_train_000070,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.35783228278160095
arc_challenge,arc_challenge_train_000036,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.347054660320282
arc_challenge,arc_challenge_train_000086,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.34125861525535583
arc_challenge,arc_challenge_train_000095,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.3225017189979553
arc_challenge,arc_challenge_train_000063,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.28876230120658875
arc_challenge,arc_challenge_train_000029,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2879120707511902
arc_challenge,arc_challenge_train_000092,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2819158732891083
arc_challenge,arc_challenge_train_000018,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2768459916114807
arc_challenge,arc_challenge_train_000030,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2584453821182251
arc_challenge,arc_challenge_train_000098,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.25738710165023804
arc_challenge,arc_challenge_train_000005,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.249983549118042
boolq,boolq_train_000093,boolq,train,google/boolq,scored,surprise,1.0218005180358887
boolq,boolq_train_000030,boolq,train,google/boolq,scored,surprise,0.9971526265144348
boolq,boolq_train_000057,boolq,train,google/boolq,scored,surprise,0.9850292801856995
boolq,boolq_train_000060,boolq,train,google/boolq,scored,surprise,0.9808400869369507
boolq,boolq_train_000044,boolq,train,google/boolq,scored,surprise,0.9776355028152466
boolq,boolq_train_000035,boolq,train,google/boolq,scored,surprise,0.9245003461837769
boolq,boolq_train_000048,boolq,train,google/boolq,scored,surprise,0.9010032415390015
boolq,boolq_train_000065,boolq,train,google/boolq,scored,surprise,0.877488374710083
boolq,boolq_train_000058,boolq,train,google/boolq,scored,surprise,0.8697639107704163
boolq,boolq_train_000025,boolq,train,google/boolq,scored,surprise,0.8329086899757385
boolq,boolq_train_000021,boolq,train,google/boolq,scored,surprise,0.8215966820716858
boolq,boolq_train_000011,boolq,train,google/boolq,scored,surprise,0.8100749254226685
boolq,boolq_train_000062,boolq,train,google/boolq,scored,surprise,0.7867230176925659
boolq,boolq_train_000092,boolq,train,google/boolq,scored,surprise,0.782529354095459
boolq,boolq_train_000028,boolq,train,google/boolq,scored,surprise,0.7777203321456909
boolq,boolq_train_000079,boolq,train,google/boolq,scored,surprise,0.7613033652305603
boolq,boolq_train_000006,boolq,train,google/boolq,scored,surprise,0.7521447539329529
boolq,boolq_train_000061,boolq,train,google/boolq,scored,surprise,0.7413292527198792
boolq,boolq_train_000008,boolq,train,google/boolq,scored,surprise,0.740024983882904
boolq,boolq_train_000016,boolq,train,google/boolq,scored,surprise,0.7326458692550659
boolq,boolq_train_000069,boolq,train,google/boolq,scored,surprise,0.71938157081604
boolq,boolq_train_000051,boolq,train,google/boolq,scored,surprise,0.7080792188644409
boolq,boolq_train_000095,boolq,train,google/boolq,scored,surprise,0.7034317255020142
boolq,boolq_train_000017,boolq,train,google/boolq,scored,surprise,0.661902129650116
boolq,boolq_train_000036,boolq,train,google/boolq,scored,surprise,0.6611552238464355
boolq,boolq_train_000050,boolq,train,google/boolq,scored,surprise,0.6534658074378967
boolq,boolq_train_000019,boolq,train,google/boolq,scored,surprise,0.6457350254058838
boolq,boolq_train_000074,boolq,train,google/boolq,scored,surprise,0.6370165348052979
boolq,boolq_train_000059,boolq,train,google/boolq,scored,surprise,0.6218670010566711
boolq,boolq_train_000040,boolq,train,google/boolq,scored,surprise,0.6209132075309753
