after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
sciq,sciq_train_000050,sciq,train,allenai/sciq,scored,surprise,0.0016530819702893496
sciq,sciq_train_000099,sciq,train,allenai/sciq,scored,surprise,0.0014616107800975442
arc_challenge,arc_challenge_train_000056,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6190286874771118
arc_challenge,arc_challenge_train_000078,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.3407345712184906
arc_challenge,arc_challenge_train_000099,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2994326949119568
arc_challenge,arc_challenge_train_000074,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2561645805835724
arc_challenge,arc_challenge_train_000047,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.09023670852184296
arc_challenge,arc_challenge_train_000001,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.08169164508581161
arc_challenge,arc_challenge_train_000091,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.056670453399419785
arc_challenge,arc_challenge_train_000029,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.05110553652048111
arc_challenge,arc_challenge_train_000018,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.04967692494392395
arc_challenge,arc_challenge_train_000051,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.044988129287958145
arc_challenge,arc_challenge_train_000046,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.04366498067975044
arc_challenge,arc_challenge_train_000040,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.0423099510371685
arc_challenge,arc_challenge_train_000010,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.034338660538196564
arc_challenge,arc_challenge_train_000021,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.03188538923859596
arc_challenge,arc_challenge_train_000016,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.02561226114630699
arc_challenge,arc_challenge_train_000084,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.023471808061003685
arc_challenge,arc_challenge_train_000062,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.016009818762540817
arc_challenge,arc_challenge_train_000034,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.014023344963788986
arc_challenge,arc_challenge_train_000053,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.013395612128078938
arc_challenge,arc_challenge_train_000096,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.011637917719781399
arc_challenge,arc_challenge_train_000054,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.010801821015775204
arc_challenge,arc_challenge_train_000077,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.009459435008466244
arc_challenge,arc_challenge_train_000017,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.009345527738332748
arc_challenge,arc_challenge_train_000064,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.008962533436715603
arc_challenge,arc_challenge_train_000012,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.007158058695495129
arc_challenge,arc_challenge_train_000041,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.006779113784432411
arc_challenge,arc_challenge_train_000065,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.006606261245906353
arc_challenge,arc_challenge_train_000003,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.004275881685316563
arc_challenge,arc_challenge_train_000087,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.003506223438307643
arc_challenge,arc_challenge_train_000045,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.0030106741469353437
boolq,boolq_train_000061,boolq,train,google/boolq,scored,surprise,0.8120076656341553
boolq,boolq_train_000060,boolq,train,google/boolq,scored,surprise,0.6002883315086365
boolq,boolq_train_000050,boolq,train,google/boolq,scored,surprise,0.5817225575447083
boolq,boolq_train_000028,boolq,train,google/boolq,scored,surprise,0.5136381983757019
boolq,boolq_train_000058,boolq,train,google/boolq,scored,surprise,0.5106375217437744
boolq,boolq_train_000019,boolq,train,google/boolq,scored,surprise,0.40374135971069336
boolq,boolq_train_000036,boolq,train,google/boolq,scored,surprise,0.3997495472431183
boolq,boolq_train_000044,boolq,train,google/boolq,scored,surprise,0.2962033152580261
boolq,boolq_train_000052,boolq,train,google/boolq,scored,surprise,0.289507120847702
boolq,boolq_train_000051,boolq,train,google/boolq,scored,surprise,0.2808653712272644
boolq,boolq_train_000048,boolq,train,google/boolq,scored,surprise,0.2499055713415146
boolq,boolq_train_000092,boolq,train,google/boolq,scored,surprise,0.24308474361896515
boolq,boolq_train_000057,boolq,train,google/boolq,scored,surprise,0.20886486768722534
boolq,boolq_train_000011,boolq,train,google/boolq,scored,surprise,0.2079187035560608
boolq,boolq_train_000017,boolq,train,google/boolq,scored,surprise,0.20221084356307983
boolq,boolq_train_000008,boolq,train,google/boolq,scored,surprise,0.1992027908563614
boolq,boolq_train_000006,boolq,train,google/boolq,scored,surprise,0.19214476644992828
boolq,boolq_train_000030,boolq,train,google/boolq,scored,surprise,0.16536939144134521
boolq,boolq_train_000035,boolq,train,google/boolq,scored,surprise,0.15364138782024384
boolq,boolq_train_000093,boolq,train,google/boolq,scored,surprise,0.14551903307437897
boolq,boolq_train_000059,boolq,train,google/boolq,scored,surprise,0.14463338255882263
boolq,boolq_train_000086,boolq,train,google/boolq,scored,surprise,0.126409649848938
boolq,boolq_train_000072,boolq,train,google/boolq,scored,surprise,0.10796180367469788
boolq,boolq_train_000070,boolq,train,google/boolq,scored,surprise,0.10474499315023422
boolq,boolq_train_000074,boolq,train,google/boolq,scored,surprise,0.09752900898456573
boolq,boolq_train_000062,boolq,train,google/boolq,scored,surprise,0.09044840186834335
boolq,boolq_train_000066,boolq,train,google/boolq,scored,surprise,0.08586737513542175
boolq,boolq_train_000081,boolq,train,google/boolq,scored,surprise,0.07990176975727081
boolq,boolq_train_000001,boolq,train,google/boolq,scored,surprise,0.07495603710412979
boolq,boolq_train_000084,boolq,train,google/boolq,scored,surprise,0.07475389540195465
