sample_id,task_name,split,source_dataset,input_text,target_text,token_count,early_loss,surprise_score,replay_selection_score,was_selected_for_replay,utility_label,utility_score,label_method
sciq_train_000033,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is liquid water falling from the sky called?
Options:
A. clouds
B. snow
C. rain
D. evaporation
Answer:",rain,2,1.3817061185836792,1.3817061185836792,0.3759968909112156,0,0,0.3759968909112156,proxy_replay_selection_v1
sciq_train_000021,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: G2 and s are phases in what process that is important in cell division?
Options:
A. osmosis
B. cytokinesis
C. mitosis
D. tissues
Answer:",mitosis,5,0.7009262442588806,0.7009262442588806,0.8949205079178814,1,1,0.8949205079178814,proxy_replay_selection_v1
sciq_train_000053,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Which types of compounds are more likely to burn easily?
Options:
A. covalent
B. chlorophyll
C. hydroxyl
D. salty
Answer:",covalent,3,1.5553783178329468,1.5553783178329468,0.7772144746778286,1,1,0.7772144746778286,proxy_replay_selection_v1
sciq_train_000095,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What type of evolution often happens in species that have symbiotic relationships?
Options:
A. coevolution
B. retrogression
C. succession
D. spontaneous evolution
Answer:",coevolution,4,0.8663920760154724,0.8663920760154724,0.4393815129234411,0,0,0.4393815129234411,proxy_replay_selection_v1
sciq_train_000076,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What process do all species use to make the next generation?
Options:
A. differentiation
B. separation
C. variation
D. reproduction
Answer:",reproduction,2,0.5686433911323547,0.5686433911323547,0.8093736351084787,1,1,0.8093736351084787,proxy_replay_selection_v1
sciq_train_000086,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Plants are complex organisms with tissues organized into what?
Options:
A. systems
B. families
C. organs
D. carbons
Answer:",organs,3,2.5019919872283936,2.5019919872283936,0.9912420449124012,1,1,0.9912420449124012,proxy_replay_selection_v1
sciq_train_000058,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is a collection of lymphatic tissue that combines with epithelial tissue lining the mucosa throughout the body?
Options:
A. mucosa associated lymphoid tissue (malt)
B. cottony associated lymphoid tissue ( malt )
C. unassociated lymphoid tissue
D. spheroids associated lymphoid tissue ( malt )
Answer:",mucosa associated lymphoid tissue (malt),15,0.5782669186592102,0.5782669186592102,0.4724003732030789,0,0,0.4724003732030789,proxy_replay_selection_v1
sciq_train_000040,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Because action potentials are so brief, a neuron can produce hundreds per what?
Options:
A. day
B. minute
C. lifetime
D. second
Answer:",second,2,0.8525431156158447,0.8525431156158447,0.2508022327463411,0,0,0.2508022327463411,proxy_replay_selection_v1
sciq_train_000022,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is the biogeochemical cycle that recycles water called?
Options:
A. water theory
B. water cycle
C. Liquid Cycle
D. Water Table
Answer:",water cycle,3,0.0173184480518102,0.0173184480518102,0.3017194113253129,0,0,0.3017194113253129,proxy_replay_selection_v1
sciq_train_000082,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What's it called when the reaction is sped up until equilibrium is established?
Options:
A. favoring
B. division
C. pushing
D. limiting
Answer:",favoring,3,4.284808158874512,4.284808158874512,0.3434818599544493,0,0,0.3434818599544493,proxy_replay_selection_v1
sciq_train_000035,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Tendons connecting the scapula to the humerus form what, which is the circle of tendons around the shoulder joint?
Options:
A. wrist cuff
B. thigh cuff
C. rotator cuff
D. knee cuff
Answer:",rotator cuff,7,0.4756814539432525,0.4756814539432525,0.7792844686177275,1,1,0.7792844686177275,proxy_replay_selection_v1
sciq_train_000059,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: The genome of an organism consists of one or more what?
Options:
A. dna molecules
B. require molecules
C. hemoglobin molecules
D. rna molecules
Answer:",dna molecules,6,0.1869561672210693,0.1869561672210693,0.0263349383335964,0,0,0.0263349383335964,proxy_replay_selection_v1
sciq_train_000034,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is another name for collar cells?
Options:
A. clutches
B. enzymes
C. choanocytes
D. sporozoans
Answer:",choanocytes,6,0.397000789642334,0.397000789642334,0.402262455793527,0,0,0.402262455793527,proxy_replay_selection_v1
sciq_train_000087,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Water behind a dam has potential energy. moving water, such as in a waterfall or a rapidly flowing river, has this?
Options:
A. compression energy
B. kinetic energy
C. residual energy
D. thermal energy
Answer:",kinetic energy,4,0.7454228401184082,0.7454228401184082,0.883291420872162,1,1,0.883291420872162,proxy_replay_selection_v1
sciq_train_000100,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is the process that allows organisms with better traits to survive and produce?
Options:
A. succession
B. adaptation
C. natural selection
D. spontaneous mutation
Answer:",natural selection,3,0.9072198271751404,0.9072198271751404,0.8389028221399988,1,1,0.8389028221399988,proxy_replay_selection_v1
sciq_train_000078,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Where are the oceans most polluted?
Options:
A. along reefs
B. in warmer waters
C. on the ocean floor
D. along coasts
Answer:",along coasts,4,1.3387250900268557,1.3387250900268557,0.2853425031823474,0,0,0.2853425031823474,proxy_replay_selection_v1
sciq_train_000063,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What part of an atom is electrically neutral?
Options:
A. neutrons
B. protons
C. electrons
D. newtons
Answer:",neutrons,4,0.1823112517595291,0.1823112517595291,0.5150826017791159,0,0,0.5150826017791159,proxy_replay_selection_v1
sciq_train_000003,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: The process of breaking down food into nutrients is known as __________
Options:
A. energy
B. filtration
C. absorption
D. digestion
Answer:",digestion,2,0.9674192667007446,0.9674192667007446,0.8644880645102246,1,1,0.8644880645102246,proxy_replay_selection_v1
sciq_train_000016,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What do you call aquatic biomes in the ocean?
Options:
A. coastal biomes
B. ocean dwellers
C. marine biomes
D. freshwater biomes
Answer:",marine biomes,4,0.0193596724420785,0.0193596724420785,0.9075860427372514,1,1,0.9075860427372514,proxy_replay_selection_v1
sciq_train_000071,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What simple sugar is the cell's primary source of energy?
Options:
A. nicotine
B. carbon
C. glucose
D. chloride
Answer:",glucose,2,1.8725656270980835,1.8725656270980835,0.6073645046728334,0,0,0.6073645046728334,proxy_replay_selection_v1
sciq_train_000019,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: The conducting zone of the respiratory system includes the organs and structures not directly involved in what?
Options:
A. gas exchange
B. copper exchange
C. gold exchange
D. helium exchange
Answer:",gas exchange,3,0.4343053996562958,0.4343053996562958,0.9920970779224388,1,1,0.9920970779224388,proxy_replay_selection_v1
sciq_train_000045,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Fluoride ion is widely used in water supplies to help prevent what?
Options:
A. tooth decay
B. bacteria
C. rust
D. chlorine taste
Answer:",tooth decay,3,1.622860550880432,1.622860550880432,0.2059528216172805,0,0,0.2059528216172805,proxy_replay_selection_v1
sciq_train_000008,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What type of charge does a neutron have?
Options:
A. neutral or no charge
B. half charge
C. positive charge
D. negative charge
Answer:",neutral or no charge,5,1.1649996042251587,1.1649996042251587,0.3761281878702983,0,0,0.3761281878702983,proxy_replay_selection_v1
sciq_train_000084,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: In the stomach, which material's arrival triggers churning and the release of gastric juices?
Options:
A. acid
B. bile
C. hair
D. food
Answer:",food,2,0.8082112073898315,0.8082112073898315,0.514641418972011,0,0,0.514641418972011,proxy_replay_selection_v1
sciq_train_000005,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What occurs if oxygen cannot be obtained at a sufficient rate?
Options:
A. aerobic respiration
B. malolactic respiration
C. anaerobic respiration
D. hyperventilation
Answer:",anaerobic respiration,8,0.5727730393409729,0.5727730393409729,0.2576202091762402,0,0,0.2576202091762402,proxy_replay_selection_v1
sciq_train_000096,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Rise divided by run is called what?
Options:
A. slope
B. mound
C. hill
D. steep
Answer:",slope,2,2.029982328414917,2.029982328414917,0.0580084214708125,0,0,0.0580084214708125,proxy_replay_selection_v1
sciq_train_000046,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Energy comes in discrete packages called what?
Options:
A. quota
B. quasar
C. quanta
D. quasi
Answer:",quanta,3,2.84047794342041,2.84047794342041,0.9935450069933002,1,1,0.9935450069933002,proxy_replay_selection_v1
sciq_train_000010,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: The chemical behavior of elements can largely be explained by what?
Options:
A. chemical configuration
B. electron configurations
C. proton configuration
D. neutron configuration
Answer:",electron configurations,4,0.856616735458374,0.856616735458374,0.5321083861506979,0,0,0.5321083861506979,proxy_replay_selection_v1
sciq_train_000073,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Red-green color blindness is an example of a sex-linked condition caused by what?
Options:
A. genetic disorder
B. recessive allele
C. phenotype
D. dominant gene
Answer:",recessive allele,7,0.3195365965366363,0.3195365965366363,0.7083048369581434,0,0,0.7083048369581434,proxy_replay_selection_v1
sciq_train_000057,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What system of the body is generally responsible for breathing?
Options:
A. integumentary
B. cardiac
C. respiratory system
D. excretory
Answer:",respiratory system,3,0.4111134111881256,0.4111134111881256,0.8134898984031741,1,1,0.8134898984031741,proxy_replay_selection_v1
sciq_train_000099,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What happens when turgid cells in a nonwoody tissue push against each other?
Options:
A. the tissue melts
B. the tissues merge
C. the tissue dies
D. the tissue stiffens
Answer:",the tissue stiffens,6,1.7972074747085571,1.7972074747085571,0.1133355083895598,0,0,0.1133355083895598,proxy_replay_selection_v1
sciq_train_000030,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What bonds form because they give atoms a more stable arrangement of electrons?
Options:
A. Polar bond
B. Ionic bond
C. Hydrogen bond
D. covalent
Answer:",covalent,3,0.0314084328711032,0.0314084328711032,0.1654900960387458,0,0,0.1654900960387458,proxy_replay_selection_v1
sciq_train_000014,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is it called when plant roots absorb liquid water and release water vapor into the atmosphere?
Options:
A. perspiration
B. transpiration
C. sedimentation
D. evaporation
Answer:",transpiration,3,0.4902025759220123,0.4902025759220123,0.9081471255324411,1,1,0.9081471255324411,proxy_replay_selection_v1
sciq_train_000056,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Compared with the molecules of many other substances, molecules of water are strongly attracted to what?
Options:
A. hydrogen
B. each other
C. helium
D. nothing
Answer:",each other,3,0.607764482498169,0.607764482498169,0.9869133572167847,1,1,0.9869133572167847,proxy_replay_selection_v1
sciq_train_000004,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is the branch of science that studies the physical world?
Options:
A. Ecology
B. botany
C. physics
D. social science
Answer:",physics,3,0.293561577796936,0.293561577796936,0.6246427151641883,0,0,0.6246427151641883,proxy_replay_selection_v1
sciq_train_000037,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Hydras and sea anemones are examples of what form?
Options:
A. polyp
B. anemone
C. node
D. lesions
Answer:",polyp,3,0.1163792684674263,0.1163792684674263,0.9660689693524828,1,1,0.9660689693524828,proxy_replay_selection_v1
sciq_train_000039,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is the study of forces in equilibrium?
Options:
A. law of inertia
B. genomics
C. statics
D. law of conservation
Answer:",statics,3,1.2840014696121216,1.2840014696121216,0.9957958982958576,1,1,0.9957958982958576,proxy_replay_selection_v1
sciq_train_000075,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: When volume does not change, temperature is proportional to what other property?
Options:
A. Length
B. pressure
C. Density
D. resistance
Answer:",pressure,2,0.6144802570343018,0.6144802570343018,0.8673753576814278,1,1,0.8673753576814278,proxy_replay_selection_v1
sciq_train_000066,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Which gas do people exhale during each breath?
Options:
A. nitrogen
B. oxygen
C. carbon dioxide
D. carbon monoxide
Answer:",carbon dioxide,3,0.6940314173698425,0.6940314173698425,0.6598878413929096,0,0,0.6598878413929096,proxy_replay_selection_v1
sciq_train_000038,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is the term for the hard, round object produced within the mantle of a living shelled mollusk?
Options:
A. pearl
B. ball
C. glass
D. root
Answer:",pearl,2,0.8777335286140442,0.8777335286140442,0.2309052754386672,0,0,0.2309052754386672,proxy_replay_selection_v1
sciq_train_000018,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What kind of reproduction results in offspring that are generally all genetically different?
Options:
A. asexual
B. sexual
C. individual
D. perceptual
Answer:",sexual,2,0.3643953204154968,0.3643953204154968,0.2476684395898103,0,0,0.2476684395898103,proxy_replay_selection_v1
sciq_train_000092,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What term is used to describe phages capable of using both modes of replicating within a bacterium?
Options:
A. temperate phages
B. bacteriophage
C. moderate phages
D. lambda phage
Answer:",temperate phages,7,0.7713218331336975,0.7713218331336975,0.5429055242430133,0,0,0.5429055242430133,proxy_replay_selection_v1
sciq_train_000065,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: If the amount of force of that is applied is increased, what happens to the work that a machine is producing?
Options:
A. it's variable
B. it's unchanged
C. it is harder
D. it is easier
Answer:",it is easier,4,1.2530710697174072,1.2530710697174072,0.3042413622379871,0,0,0.3042413622379871,proxy_replay_selection_v1
sciq_train_000009,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What are prokaryotic cells filled with?
Options:
A. chlorophyll
B. cytoplasm
C. protein
D. rna
Answer:",cytoplasm,4,0.8371119499206543,0.8371119499206543,0.3238025115852792,0,0,0.3238025115852792,proxy_replay_selection_v1
sciq_train_000047,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Which type of cell can carry out more functions, eukaryotic cells or prokaryotic cells?
Options:
A. chromosomal cells
B. Prokaryotic Cells
C. both
D. eukaryotic cells
Answer:",eukaryotic cells,7,0.237565666437149,0.237565666437149,0.6319111358142613,0,0,0.6319111358142613,proxy_replay_selection_v1
sciq_train_000088,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Is purifying water a simple or complicated process?
Options:
A. expensive
B. impossible
C. complicated
D. simple
Answer:",complicated,2,1.6999934911727903,1.6999934911727903,0.117881776216265,0,0,0.117881776216265,proxy_replay_selection_v1
sciq_train_000097,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Alleles that carry deadly diseases are usually which type?
Options:
A. dominant
B. predominant
C. inherited
D. recessive
Answer:",recessive,5,0.6409415602684021,0.6409415602684021,0.6106327968738472,0,0,0.6106327968738472,proxy_replay_selection_v1
sciq_train_000089,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Carbon atoms have six neutrons as well as how many protons?
Options:
A. ten
B. six
C. four
D. two
Answer:",six,2,1.243623971939087,1.243623971939087,0.4767759017018944,0,0,0.4767759017018944,proxy_replay_selection_v1
sciq_train_000023,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What make distant objects appear both nearer and larger?
Options:
A. mirrors
B. astrolabes
C. telescopes
D. lasers
Answer:",telescopes,3,0.9774131178855896,0.9774131178855896,0.6195193962756503,0,0,0.6195193962756503,proxy_replay_selection_v1
sciq_train_000060,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: The “knee-jerk"" motion that people involuntarily perform after being struck in the knee in a certain way is an example of what kind of behavior?
Options:
A. reflex
B. sensor
C. reaction
D. spasm
Answer:",reflex,2,1.6069365739822388,1.6069365739822388,0.4042050003871449,0,0,0.4042050003871449,proxy_replay_selection_v1
sciq_train_000080,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What paired organs help regulate blood pressure through sodium ion and water retention and loss?
Options:
A. tissues
B. lungs
C. lymph nodes
D. kidneys
Answer:",kidneys,3,0.4761559665203094,0.4761559665203094,0.6855800248643172,0,0,0.6855800248643172,proxy_replay_selection_v1
sciq_train_000048,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What changes the chemical composition of a substance and can only occur through a chemical reaction?
Options:
A. Oxygen Changes
B. carbon changes
C. chemical changes
D. mineral changes
Answer:",chemical changes,3,0.0988279059529304,0.0988279059529304,0.2122239978234866,0,0,0.2122239978234866,proxy_replay_selection_v1
sciq_train_000026,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Many cancers, as well as autism, are thought to have what component, which is certainly a factor in asthma?
Options:
A. ecological
B. critical
C. emotional
D. environmental
Answer:",environmental,2,2.102999210357666,2.102999210357666,0.9889977542051468,1,1,0.9889977542051468,proxy_replay_selection_v1
sciq_train_000090,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Which organ breaks down amino acids and toxins that are in the blood?
Options:
A. kidney
B. liver
C. small intestine
D. skin
Answer:",liver,2,1.640644669532776,1.640644669532776,0.8334448337274794,1,1,0.8334448337274794,proxy_replay_selection_v1
sciq_train_000032,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Carbohydrates are an important group of biological molecules that includes sugars and these?
Options:
A. proteins
B. starches
C. fats
D. vitamins
Answer:",starches,3,2.058043956756592,2.058043956756592,0.4779843681087584,0,0,0.4779843681087584,proxy_replay_selection_v1
sciq_train_000098,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Natural convection is driven by what forces?
Options:
A. magnetic
B. buoyant
C. gravitational
D. thermal
Answer:",buoyant,3,1.769660472869873,1.769660472869873,0.5537063744388344,0,0,0.5537063744388344,proxy_replay_selection_v1
sciq_train_000028,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Humans possess greater diversity of what type, compared to laboratory animals?
Options:
A. pathogens
B. genetics
C. elements
D. lifespans
Answer:",genetics,3,0.6696498990058899,0.6696498990058899,0.3527046359458446,0,0,0.3527046359458446,proxy_replay_selection_v1
sciq_train_000051,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: All living things are capable of what process whereby living things give rise to offspring?
Options:
A. reproduction
B. cell division
C. differentiation
D. mitosis
Answer:",reproduction,2,0.0751379132270813,0.0751379132270813,0.1801514403458763,0,0,0.1801514403458763,proxy_replay_selection_v1
sciq_train_000077,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What term means a representation of an object, system, or process?
Options:
A. icon
B. pattern
C. model
D. presentation
Answer:",model,2,1.5889681577682495,1.5889681577682495,0.9428021066833232,1,1,0.9428021066833232,proxy_replay_selection_v1
sciq_train_000091,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Some soil water can flow through easily. what kind of soil is this?
Options:
A. permeable
B. porous
C. dense
D. Stationary
Answer:",permeable,4,0.6921378374099731,0.6921378374099731,0.7679580650333515,0,0,0.7679580650333515,proxy_replay_selection_v1
sciq_train_000002,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What term is used to describe when a liquid is the temperature at which its equilibrium vapor pressure is equal to the pressure exerted on the liquid by its gaseous surroundings?
Options:
A. freezing point
B. evaporating point
C. burning point
D. boiling point
Answer:",boiling point,3,0.1993813663721084,0.1993813663721084,0.0018965871866526,0,0,0.0018965871866526,proxy_replay_selection_v1
sciq_train_000043,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Of all the mineral nutrients, what contributes the most to plant growth and crop yields?
Options:
A. nitrogen
B. silicon
C. methane
D. oxygen
Answer:",nitrogen,2,0.601455807685852,0.601455807685852,0.8581119288632092,1,1,0.8581119288632092,proxy_replay_selection_v1
sciq_train_000001,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Virtually every task performed by living organisms requires this?
Options:
A. energy
B. metals
C. solids
D. mineral
Answer:",energy,2,3.478306293487549,3.478306293487549,0.0402402282780163,0,0,0.0402402282780163,proxy_replay_selection_v1
sciq_train_000007,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What part of the heart receives the blood is pumped from veins of the systemic circuit?
Options:
A. right atrium
B. left atrium
C. right ventricle
D. left ventricle
Answer:",right atrium,4,1.2184159755706787,1.2184159755706787,0.2828407959590336,0,0,0.2828407959590336,proxy_replay_selection_v1
