after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
arc_challenge,arc_challenge_train_000055,arc_challenge,train,allenai/ai2_arc,random,random,0.822280922971774
arc_challenge,arc_challenge_train_000049,arc_challenge,train,allenai/ai2_arc,random,random,0.7967073691444484
arc_challenge,arc_challenge_train_000034,arc_challenge,train,allenai/ai2_arc,random,random,0.7828581523665769
arc_challenge,arc_challenge_train_000022,arc_challenge,train,allenai/ai2_arc,random,random,0.7778957263990505
arc_challenge,arc_challenge_train_000014,arc_challenge,train,allenai/ai2_arc,random,random,0.7692943763107478
arc_challenge,arc_challenge_train_000084,arc_challenge,train,allenai/ai2_arc,random,random,0.7587613621832825
arc_challenge,arc_challenge_train_000060,arc_challenge,train,allenai/ai2_arc,random,random,0.7498593657441855
arc_challenge,arc_challenge_train_000023,arc_challenge,train,allenai/ai2_arc,random,random,0.7485781288280198
arc_challenge,arc_challenge_train_000062,arc_challenge,train,allenai/ai2_arc,random,random,0.7329221599575192
boolq,boolq_train_000078,boolq,train,google/boolq,random,random,0.996711592620655
boolq,boolq_train_000001,boolq,train,google/boolq,random,random,0.9875385755462468
boolq,boolq_train_000100,boolq,train,google/boolq,random,random,0.9865667468508919
boolq,boolq_train_000066,boolq,train,google/boolq,random,random,0.9857890532033574
boolq,boolq_train_000098,boolq,train,google/boolq,random,random,0.9576996540780455
boolq,boolq_train_000044,boolq,train,google/boolq,random,random,0.929421302248131
boolq,boolq_train_000086,boolq,train,google/boolq,random,random,0.9290701181714853
boolq,boolq_train_000024,boolq,train,google/boolq,random,random,0.9139313517731164
boolq,boolq_train_000055,boolq,train,google/boolq,random,random,0.9053712337773929
boolq,boolq_train_000030,boolq,train,google/boolq,random,random,0.9037707860526354
boolq,boolq_train_000038,boolq,train,google/boolq,random,random,0.8819727743393712
boolq,boolq_train_000034,boolq,train,google/boolq,random,random,0.8651178424290512
boolq,boolq_train_000019,boolq,train,google/boolq,random,random,0.8545034604879067
boolq,boolq_train_000040,boolq,train,google/boolq,random,random,0.8480925265547862
boolq,boolq_train_000037,boolq,train,google/boolq,random,random,0.8470428977935535
boolq,boolq_train_000082,boolq,train,google/boolq,random,random,0.8305412764092794
boolq,boolq_train_000009,boolq,train,google/boolq,random,random,0.8218194783929119
boolq,boolq_train_000039,boolq,train,google/boolq,random,random,0.8142611184597351
boolq,boolq_train_000092,boolq,train,google/boolq,random,random,0.8118581812722568
boolq,boolq_train_000088,boolq,train,google/boolq,random,random,0.8049533483027471
boolq,boolq_train_000023,boolq,train,google/boolq,random,random,0.7992184968247891
boolq,boolq_train_000048,boolq,train,google/boolq,random,random,0.789731939799341
boolq,boolq_train_000051,boolq,train,google/boolq,random,random,0.7885111512362116
boolq,boolq_train_000016,boolq,train,google/boolq,random,random,0.777731352778209
boolq,boolq_train_000069,boolq,train,google/boolq,random,random,0.7747204845625919
boolq,boolq_train_000072,boolq,train,google/boolq,random,random,0.7730686681905311
boolq,boolq_train_000033,boolq,train,google/boolq,random,random,0.7728272466864383
boolq,boolq_train_000074,boolq,train,google/boolq,random,random,0.7657932345325074
boolq,boolq_train_000017,boolq,train,google/boolq,random,random,0.762823712683543
boolq,boolq_train_000026,boolq,train,google/boolq,random,random,0.7596570007558491
