sample_id,task_name,split,source_dataset,input_text,target_text,token_count,epoch,step,loss,surprise_score,replay_selection_strategy,was_added_to_replay_buffer,replay_selection_score
sciq_train_000056,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Compared with the molecules of many other substances, molecules of water are strongly attracted to what?
Options:
A. hydrogen
B. each other
C. helium
D. nothing
Answer:",each other,3,1,29,0.6310127377510071,0.00014899410598445684,surprise,0,0.00014899410598445684
sciq_train_000004,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is the branch of science that studies the physical world?
Options:
A. Ecology
B. botany
C. physics
D. social science
Answer:",physics,3,1,29,0.2790580689907074,0.0027871530037373304,surprise,1,0.0027871530037373304
sciq_train_000037,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Hydras and sea anemones are examples of what form?
Options:
A. polyp
B. anemone
C. node
D. lesions
Answer:",polyp,3,1,30,0.12278041243553162,0.0021690991707146168,surprise,1,0.0021690991707146168
sciq_train_000039,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is the study of forces in equilibrium?
Options:
A. law of inertia
B. genomics
C. statics
D. law of conservation
Answer:",statics,3,1,30,1.0345393419265747,1.0887658390856814e-05,surprise,0,1.0887658390856814e-05
sciq_train_000075,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: When volume does not change, temperature is proportional to what other property?
Options:
A. Length
B. pressure
C. Density
D. resistance
Answer:",pressure,2,1,31,0.6232894062995911,0.00011907605221495032,surprise,0,0.00011907605221495032
sciq_train_000066,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Which gas do people exhale during each breath?
Options:
A. nitrogen
B. oxygen
C. carbon dioxide
D. carbon monoxide
Answer:",carbon dioxide,3,1,31,0.29005181789398193,0.008038599044084549,surprise,1,0.008038599044084549
sciq_train_000038,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is the term for the hard, round object produced within the mantle of a living shelled mollusk?
Options:
A. pearl
B. ball
C. glass
D. root
Answer:",pearl,2,1,32,0.8860335350036621,9.775101716513745e-06,surprise,0,9.775101716513745e-06
sciq_train_000018,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What kind of reproduction results in offspring that are generally all genetically different?
Options:
A. asexual
B. sexual
C. individual
D. perceptual
Answer:",sexual,2,1,32,0.24596980214118958,0.00011311683192616329,surprise,0,0.00011311683192616329
sciq_train_000092,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What term is used to describe phages capable of using both modes of replicating within a bacterium?
Options:
A. temperate phages
B. bacteriophage
C. moderate phages
D. lambda phage
Answer:",temperate phages,7,1,33,0.7929493188858032,2.7790714739239775e-05,surprise,0,2.7790714739239775e-05
sciq_train_000065,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: If the amount of force of that is applied is increased, what happens to the work that a machine is producing?
Options:
A. it's variable
B. it's unchanged
C. it is harder
D. it is easier
Answer:",it is easier,4,1,33,0.9182564616203308,0.0003976076259277761,surprise,0,0.0003976076259277761
sciq_train_000009,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What are prokaryotic cells filled with?
Options:
A. chlorophyll
B. cytoplasm
C. protein
D. rna
Answer:",cytoplasm,4,1,34,0.8673906326293945,0.0019727072212845087,surprise,1,0.0019727072212845087
sciq_train_000047,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Which type of cell can carry out more functions, eukaryotic cells or prokaryotic cells?
Options:
A. chromosomal cells
B. Prokaryotic Cells
C. both
D. eukaryotic cells
Answer:",eukaryotic cells,7,1,34,0.2767443060874939,0.0004925077664665878,surprise,0,0.0004925077664665878
sciq_train_000088,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Is purifying water a simple or complicated process?
Options:
A. expensive
B. impossible
C. complicated
D. simple
Answer:",complicated,2,1,35,1.9215452671051025,0.00017955662042368203,surprise,0,0.00017955662042368203
sciq_train_000097,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Alleles that carry deadly diseases are usually which type?
Options:
A. dominant
B. predominant
C. inherited
D. recessive
Answer:",recessive,5,1,35,0.43805360794067383,7.867805607020273e-07,surprise,0,7.867805607020273e-07
sciq_train_000089,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Carbon atoms have six neutrons as well as how many protons?
Options:
A. ten
B. six
C. four
D. two
Answer:",six,2,1,36,1.4200448989868164,0.04525494948029518,surprise,1,0.04525494948029518
sciq_train_000023,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What make distant objects appear both nearer and larger?
Options:
A. mirrors
B. astrolabes
C. telescopes
D. lasers
Answer:",telescopes,3,1,36,1.160355567932129,0.00024246338580269367,surprise,0,0.00024246338580269367
sciq_train_000060,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: The “knee-jerk"" motion that people involuntarily perform after being struck in the knee in a certain way is an example of what kind of behavior?
Options:
A. reflex
B. sensor
C. reaction
D. spasm
Answer:",reflex,2,1,37,1.5686960220336914,6.616086466237903e-06,surprise,0,6.616086466237903e-06
sciq_train_000080,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What paired organs help regulate blood pressure through sodium ion and water retention and loss?
Options:
A. tissues
B. lungs
C. lymph nodes
D. kidneys
Answer:",kidneys,3,1,37,0.5816969275474548,0.0001948519638972357,surprise,0,0.0001948519638972357
sciq_train_000048,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What changes the chemical composition of a substance and can only occur through a chemical reaction?
Options:
A. Oxygen Changes
B. carbon changes
C. chemical changes
D. mineral changes
Answer:",chemical changes,3,1,38,0.1006283164024353,0.00011867671128129587,surprise,0,0.00011867671128129587
sciq_train_000026,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Many cancers, as well as autism, are thought to have what component, which is certainly a factor in asthma?
Options:
A. ecological
B. critical
C. emotional
D. environmental
Answer:",environmental,2,1,38,1.9021639823913574,0.01045806985348463,surprise,1,0.01045806985348463
sciq_train_000090,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Which organ breaks down amino acids and toxins that are in the blood?
Options:
A. kidney
B. liver
C. small intestine
D. skin
Answer:",liver,2,1,39,1.5448517799377441,0.03592826426029205,surprise,1,0.03592826426029205
sciq_train_000032,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Carbohydrates are an important group of biological molecules that includes sugars and these?
Options:
A. proteins
B. starches
C. fats
D. vitamins
Answer:",starches,3,1,39,2.17478084564209,8.741953934077173e-06,surprise,0,8.741953934077173e-06
sciq_train_000098,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Natural convection is driven by what forces?
Options:
A. magnetic
B. buoyant
C. gravitational
D. thermal
Answer:",buoyant,3,1,40,1.6780095100402832,5.642549240292283e-06,surprise,0,5.642549240292283e-06
sciq_train_000028,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Humans possess greater diversity of what type, compared to laboratory animals?
Options:
A. pathogens
B. genetics
C. elements
D. lifespans
Answer:",genetics,3,1,40,0.5964446663856506,9.877051343210042e-05,surprise,0,9.877051343210042e-05
sciq_train_000051,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: All living things are capable of what process whereby living things give rise to offspring?
Options:
A. reproduction
B. cell division
C. differentiation
D. mitosis
Answer:",reproduction,2,1,41,0.20653432607650757,2.396050149400253e-05,surprise,0,2.396050149400253e-05
sciq_train_000077,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What term means a representation of an object, system, or process?
Options:
A. icon
B. pattern
C. model
D. presentation
Answer:",model,2,1,41,1.75919771194458,5.3820203902432695e-05,surprise,0,5.3820203902432695e-05
sciq_train_000091,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Some soil water can flow through easily. what kind of soil is this?
Options:
A. permeable
B. porous
C. dense
D. Stationary
Answer:",permeable,4,1,42,0.8536152839660645,1.6331237929989584e-05,surprise,0,1.6331237929989584e-05
sciq_train_000002,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What term is used to describe when a liquid is the temperature at which its equilibrium vapor pressure is equal to the pressure exerted on the liquid by its gaseous surroundings?
Options:
A. freezing point
B. evaporating point
C. burning point
D. boiling point
Answer:",boiling point,3,1,42,0.18039894104003906,0.003742553060874343,surprise,1,0.003742553060874343
sciq_train_000043,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Of all the mineral nutrients, what contributes the most to plant growth and crop yields?
Options:
A. nitrogen
B. silicon
C. methane
D. oxygen
Answer:",nitrogen,2,1,43,0.6620473265647888,0.005755437538027763,surprise,1,0.005755437538027763
sciq_train_000001,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Virtually every task performed by living organisms requires this?
Options:
A. energy
B. metals
C. solids
D. mineral
Answer:",energy,2,1,43,3.528937578201294,0.0002306766400579363,surprise,0,0.0002306766400579363
sciq_train_000007,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What part of the heart receives the blood is pumped from veins of the systemic circuit?
Options:
A. right atrium
B. left atrium
C. right ventricle
D. left ventricle
Answer:",right atrium,4,1,44,1.2689533233642578,0.004630955867469311,surprise,1,0.004630955867469311
sciq_train_000041,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is the place called where the axon of one neuron meets the dendrite of another?
Options:
A. synapse
B. apoptosis
C. uptake
D. neurotransmitter
Answer:",synapse,6,1,44,0.4998270571231842,0.018723847344517708,surprise,1,0.018723847344517708
sciq_train_000042,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Maintaining a high metabolic rate takes a lot of what?
Options:
A. energy
B. power
C. fuel
D. hydrogen
Answer:",energy,2,1,45,0.2207997739315033,0.007028714753687382,surprise,1,0.007028714753687382
sciq_train_000024,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What is muscle tissue that is attached to the bone called?
Options:
A. cartilage
B. skeletal tisse
C. epithelial tissue
D. ligament
Answer:",skeletal tisse,6,1,45,0.976732075214386,0.0005692391423508525,surprise,0,0.0005692391423508525
sciq_train_000085,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What shapes, supports, and protects the cell?
Options:
A. the epithelium
B. the chloroplast
C. the cell wall
D. the mesothelium
Answer:",the cell wall,4,1,46,0.5321007966995239,0.0020223737228661776,surprise,1,0.0020223737228661776
sciq_train_000031,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Sexual signaling molecules released by fungi are known as what?
Options:
A. sperm
B. hormones
C. vibrations
D. pheromones
Answer:",pheromones,7,1,46,0.5186277627944946,0.004917380400002003,surprise,1,0.004917380400002003
sciq_train_000062,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: Which type of tree loses its leaves each fall and remains leafless in the winter?
Options:
A. conifer
B. annual
C. deciduous
D. perennial
Answer:",deciduous,4,1,47,0.11722827702760696,1.799998790374957e-05,surprise,0,1.799998790374957e-05
sciq_train_000013,sciq,train,allenai/sciq,"Task: Answer the science question.
Question: What type of tissue runs the length of a stem in vascular bundles?
Options:
A. muscle tissue
B. thermal tissue
C. vascular tissue
D. cardiac tissue
Answer:",vascular tissue,4,1,47,0.5102149248123169,0.00026255787815898657,surprise,0,0.00026255787815898657
