after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
boolq,boolq_train_000025,boolq,train,google/boolq,scored,surprise,1.0599595308303833
boolq,boolq_train_000030,boolq,train,google/boolq,scored,surprise,1.0243616104125977
boolq,boolq_train_000062,boolq,train,google/boolq,scored,surprise,1.0222134590148926
boolq,boolq_train_000048,boolq,train,google/boolq,scored,surprise,1.0156761407852173
boolq,boolq_train_000061,boolq,train,google/boolq,scored,surprise,1.0004103183746338
boolq,boolq_train_000092,boolq,train,google/boolq,scored,surprise,1.0003341436386108
boolq,boolq_train_000065,boolq,train,google/boolq,scored,surprise,0.9455227851867676
boolq,boolq_train_000008,boolq,train,google/boolq,scored,surprise,0.9449588060379028
boolq,boolq_train_000059,boolq,train,google/boolq,scored,surprise,0.9229627847671509
boolq,boolq_train_000050,boolq,train,google/boolq,scored,surprise,0.9162136316299438
boolq,boolq_train_000093,boolq,train,google/boolq,scored,surprise,0.8940356373786926
boolq,boolq_train_000028,boolq,train,google/boolq,scored,surprise,0.8572985529899597
boolq,boolq_train_000095,boolq,train,google/boolq,scored,surprise,0.8530943393707275
boolq,boolq_train_000017,boolq,train,google/boolq,scored,surprise,0.849230945110321
boolq,boolq_train_000069,boolq,train,google/boolq,scored,surprise,0.8230908513069153
boolq,boolq_train_000035,boolq,train,google/boolq,scored,surprise,0.8130218982696533
boolq,boolq_train_000071,boolq,train,google/boolq,scored,surprise,0.8107317090034485
boolq,boolq_train_000011,boolq,train,google/boolq,scored,surprise,0.7929385304450989
boolq,boolq_train_000016,boolq,train,google/boolq,scored,surprise,0.7920180559158325
boolq,boolq_train_000051,boolq,train,google/boolq,scored,surprise,0.7549576163291931
boolq,boolq_train_000079,boolq,train,google/boolq,scored,surprise,0.7077304720878601
boolq,boolq_train_000074,boolq,train,google/boolq,scored,surprise,0.7047363519668579
boolq,boolq_train_000070,boolq,train,google/boolq,scored,surprise,0.6683278679847717
