after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
boolq,boolq_train_000052,boolq,train,google/boolq,scored,surprise,0.7272447943687439
boolq,boolq_train_000048,boolq,train,google/boolq,scored,surprise,0.6498919129371643
boolq,boolq_train_000092,boolq,train,google/boolq,scored,surprise,0.6282944083213806
boolq,boolq_train_000028,boolq,train,google/boolq,scored,surprise,0.5887412428855896
boolq,boolq_train_000079,boolq,train,google/boolq,scored,surprise,0.5776296257972717
boolq,boolq_train_000059,boolq,train,google/boolq,scored,surprise,0.526112973690033
boolq,boolq_train_000044,boolq,train,google/boolq,scored,surprise,0.5117447972297668
boolq,boolq_train_000095,boolq,train,google/boolq,scored,surprise,0.49864375591278076
boolq,boolq_train_000051,boolq,train,google/boolq,scored,surprise,0.4606880843639374
boolq,boolq_train_000021,boolq,train,google/boolq,scored,surprise,0.45919984579086304
boolq,boolq_train_000081,boolq,train,google/boolq,scored,surprise,0.45359063148498535
boolq,boolq_train_000022,boolq,train,google/boolq,scored,surprise,0.43762966990470886
boolq,boolq_train_000074,boolq,train,google/boolq,scored,surprise,0.42567670345306396
boolq,boolq_train_000065,boolq,train,google/boolq,scored,surprise,0.41302141547203064
boolq,boolq_train_000067,boolq,train,google/boolq,scored,surprise,0.4024728238582611
boolq,boolq_train_000008,boolq,train,google/boolq,scored,surprise,0.384010910987854
boolq,boolq_train_000035,boolq,train,google/boolq,scored,surprise,0.3486100137233734
boolq,boolq_train_000075,boolq,train,google/boolq,scored,surprise,0.33033323287963867
boolq,boolq_train_000049,boolq,train,google/boolq,scored,surprise,0.31795671582221985
boolq,boolq_train_000070,boolq,train,google/boolq,scored,surprise,0.31427058577537537
boolq,boolq_train_000093,boolq,train,google/boolq,scored,surprise,0.311821311712265
